Course,Year,Semester,Instructor,Slot,Mode,Scheduled
MATH 31,2024,Spring,Zeel Jatinkumar Lia,MTWR|09:00AM-09:50AM,Fully Online,0
MATH 31,2024,Spring,Minh Vu,MWF|09:00AM-10:10AM,Fully Online,0
MATH 31,2024,Spring,Anant Shukla,MTWR|03:00PM-03:50PM,Fully Online,0
MATH 31,2024,Spring,Curtis Asplund,MW|12:00PM-01:15PM,Fully Online,0
MATH 31,2024,Spring,Rohit Sharma,TR|10:30AM-11:45AM,Fully Online,0
MATH 31,2024,Spring,Pavan Kumar Bajjuri,MTWR|07:30AM-08:20AM,Fully Online,0
MATH 31,2024,Spring,Aleksandra Gorka,MW|10:30AM-11:45AM,In Person,0
MATH 31,2024,Spring,Gilles Muller,TR|03:00PM-04:15PM,Fully Online,0
MATH 31,2024,Spring,K Ghadiri,MW|10:30AM-11:45AM,In Person,0
MATH 31,2024,Spring,Weider Yu,TR|01:30PM-02:45PM,Fully Online,0
MATH 31,2024,Spring,Bonnie Hsia,MWF|03:00PM-04:10PM,In Person,0
MATH 31,2024,Spring,Hossein Omidian,MTWR|04:30PM-05:20PM,In Person,0
MATH 31,2024,Spring,Giang Le,MW|04:30PM-05:45PM,Fully Online,0
MATH 31,2024,Spring,Hilary Hurst,MW|01:30PM-02:45PM,Fully Online,0
MATH 31,2024,Spring,Au-Co Tran,MWF|03:00PM-04:10PM,In Person,0
MATH 31,2024,Spring,Ishie Eswar,MTWR|10:30AM-11:20AM,In Person,0
MATH 31,2024,Spring,Giang Le,MWF|03:00PM-04:10PM,In Person,0
MATH 31,2024,Spring,Niloofar Salehi,MTWR|10:30AM-11:20AM,In Person,0
MATH 31,2024,Spring,Mark Ammar Rayes,TR|01:30PM-02:45PM,In Person,0
MATH 31,2024,Spring,Padmavati Tanniru,TR|09:00AM-10:15AM,In Person,0
MATH 31,2024,Spring,Tony Papanikolas,TR|10:30AM-11:45AM,In Person,0
MATH 31,2024,Spring,Kevin Moore,TR|10:30AM-11:45AM,In Person,0
MATH 31,2024,Spring,Bhawandeep Singh Harsh / Harjot Singh,MWF|10:30AM-11:40AM,In Person,0
MATH 31,2024,Spring,Gilles Muller,MWF|10:30AM-11:40AM,Fully Online,0
MATH 31,2024,Spring,Hollianne Mcclure,TR|04:30PM-05:45PM,In Person,0
MATH 31,2024,Spring,Eugene Ionel,MW|09:00AM-10:15AM,Fully Online,0
MATH 31,2024,Spring,Daniel Brinkman,MTWR|12:00PM-12:50PM,Fully Online,0
MATH 31,2024,Spring,Craig Jones,MTWR|06:00PM-06:50PM,In Person,0
MATH 31,2024,Spring,Bonnie Hsia,MWF|12:00PM-01:10PM,Fully Online,0
MATH 31,2024,Spring,Vakini Santhanakrishnan,MWF|03:00PM-04:10PM,In Person,0
MATH 31,2024,Spring,Edgar Bering,MTWR|01:30PM-02:20PM,Fully Online,0
MATH 31,2024,Spring,Michele Dodge / Carlie Pietsch,TR|12:00PM-01:15PM,In Person,0
MATH 31,2024,Spring,Xavier Mendoza,TR|10:30AM-11:45AM,In Person,0
MATH 31,2024,Spring,Genevieve Nguyen,MTWR|06:00PM-06:50PM,In Person,0
MATH 31,2024,Spring,Karen Liou,MW|03:00PM-04:15PM,In Person,0
MATH 31,2024,Spring,Barbara Murphywesley,MWF|12:00PM-01:10PM,In Person,0
MATH 31,2024,Spring,Amanda Smith,MWF|10:30AM-11:40AM,In Person,0
MATH 31,2024,Spring,Doug Case,MTWR|10:30AM-11:20AM,Fully Online,0
MATH 31,2024,Spring,Kourosh Youssefi,MTWR|08:00AM-08:50AM,In Person,0
MATH 31,2024,Spring,Charan Bhaskar,MTWR|06:00PM-06:50PM,Fully Online,0
MATH 31,2024,Spring,Genevieve Nguyen,MTWR|06:00PM-06:50PM,Fully Online,0
MATH 31,2024,Spring,Doug Case,MTWR|03:00PM-03:50PM,Fully Online,0
MATH 31,2024,Spring,K Ghadiri,TR|03:00PM-04:15PM,Fully Online,0
MATH 31,2024,Spring,Rohit Sharma,MWF|09:00AM-10:10AM,Fully Online,0
MATH 31,2024,Spring,Logan Miller,MWF|12:00PM-01:10PM,Fully Online,0
MATH 31,2024,Spring,Mary Poffenroth,TR|09:00AM-10:15AM,In Person,0
MATH 31,2024,Spring,Allison Harness,TR|10:30AM-11:45AM,Fully Online,0
MATH 31,2024,Spring,Navrati Saxena,MTWR|08:00AM-08:50AM,In Person,0
MATH 31,2024,Spring,Javier Valencia,MW|12:00PM-01:15PM,Fully Online,0
MATH 31,2024,Spring,Sogol Jahanbekam,MWF|03:00PM-04:10PM,In Person,0
MATH 31,2024,Spring,Thuy Le / Sotoudeh Hamedi-Hagh,TR|10:30AM-11:45AM,In Person,0
MATH 31,2024,Spring,Tan Nguyen,MWF|01:30PM-02:40PM,Fully Online,0
MATH 31,2024,Spring,Allison Gregory,MTWR|08:00AM-08:50AM,Fully Online,0
MATH 31,2024,Spring,Pranitha Harani Koka,MWF|04:30PM-05:40PM,Fully Online,0
MATH 31,2024,Spring,Roohi Vora,MTWR|01:30PM-02:20PM,In Person,0
MATH 31,2024,Spring,Olenka Hubickyj,MTWR|09:00AM-09:50AM,In Person,0
MATH 31,2024,Spring,Roohi Vora,MWF|12:00PM-01:10PM,In Person,0
MATH 31,2025,Spring,Richard Low,MWF|03:00PM-04:10PM,In Person,1
MATH 31,2025,Spring,Genevieve Nguyen,MW|09:00AM-10:15AM,In Person,1
MATH 31,2025,Spring,Carl Bugarin,MTWR|06:00PM-06:50PM,In Person,1
MATH 31,2025,Spring,Padmavati Tanniru,MTWR|12:00PM-12:50PM,In Person,1
MATH 31,2025,Spring,William Hong,TR|12:00PM-01:15PM,In Person,1
MATH 31,2025,Spring,Misako Van Der Poel,MWF|01:30PM-02:40PM,In Person,1
MATH 31,2025,Spring,Jeffrey Beckstrand,MW|10:30AM-11:45AM,In Person,1
MATH 31,2025,Spring,Richie Tay,TR|03:00PM-04:15PM,In Person,1
MATH 31,2025,Spring,Misako Van Der Poel,MWF|10:30AM-11:40AM,In Person,1
MATH 31,2025,Spring,Genevieve Nguyen,MW|12:00PM-01:15PM,In Person,1
MATH 31,2025,Spring,Richard Low,MWF|12:00PM-01:10PM,In Person,1
MATH 31,2025,Spring,Padmavati Tanniru,MTWR|10:30AM-11:20AM,In Person,1
MATH 31,2025,Spring,Genevieve Nguyen,TR|10:30AM-11:45AM,In Person,1
MATH 31,2025,Spring,Padmavati Tanniru,MTWR|01:30PM-02:20PM,In Person,1
MATH 31,2025,Spring,Misako Van Der Poel,MWF|09:00AM-10:10AM,In Person,1
MATH 31,2025,Spring,Hien Vo,MW|01:30PM-02:45PM,In Person,1
MATH 31,2025,Spring,Bala Meghana Shivani Sripathi Panditharadhyula,TR|01:30PM-02:45PM,In Person,1
MATH 31,2025,Spring,Jennifer Bean,MW|12:00PM-01:15PM,In Person,0
MATH 31,2025,Spring,Hossein Omidian,TR|10:30AM-11:45AM,Fully Online,0
MATH 31,2025,Spring,Aditya Nagaraj Shanbhog,TR|12:00PM-01:15PM,In Person,0
MATH 31,2025,Spring,Gokul Sriram Guptha Maremalla,MWF|04:30PM-05:40PM,Fully Online,0
MATH 31,2025,Spring,Gilles Muller,MW|01:30PM-02:45PM,In Person,0
MATH 31,2025,Spring,Hossein Omidian,MTWR|04:30PM-05:20PM,In Person,0
MATH 31,2025,Spring,Rodrigo Chen,MW|10:30AM-11:45AM,In Person,0
MATH 31,2025,Spring,Peter O'Sullivan,MW|03:00PM-04:15PM,In Person,0
MATH 31,2025,Spring,Mary Poffenroth,TR|04:30PM-05:45PM,In Person,0
MATH 31,2025,Spring,Gregory Courand,TR|03:00PM-04:15PM,Fully Online,0
MATH 31,2025,Spring,Kenneth Wharton,TR|10:30AM-11:45AM,In Person,0
MATH 31,2025,Spring,Manvendrasinh Sisodia,MW|03:00PM-04:15PM,In Person,0
MATH 31,2025,Spring,Alla Petrosyan,MWF|01:30PM-02:40PM,In Person,0
MATH 31,2025,Spring,Mark Dowdy,MWF|10:30AM-11:40AM,In Person,0
MATH 31,2025,Spring,Jane Huynh,TR|09:00AM-10:15AM,In Person,0
MATH 31,2025,Spring,Christopher Dizon,MWF|03:00PM-04:10PM,Fully Online,0
MATH 31,2025,Spring,Dashiell Fryer,MTWR|08:00AM-08:50AM,Fully Online,0
MATH 31,2025,Spring,Minh Vu,MW|10:30AM-11:45AM,Fully Online,0
MATH 31,2025,Spring,Tyler Morales,MW|01:30PM-02:45PM,In Person,0
MATH 31,2025,Spring,Gilles Muller,TR|06:00PM-07:15PM,In Person,0
MATH 31,2025,Spring,Ahmed Banafa,TR|06:00PM-07:15PM,Fully Online,0
MATH 31,2025,Spring,Baixue Zhang,MW|04:30PM-05:45PM,Fully Online,0
MATH 31,2025,Spring,Suneuy Kim,MTWR|08:00AM-08:50AM,In Person,0
MATH 31,2025,Spring,Ignacio Mosqueira,TR|01:30PM-02:45PM,In Person,0
MATH 31,2025,Spring,Zeyu Gao,TR|12:00PM-01:15PM,In Person,0
MATH 31,2025,Spring,Jordan Schettler,MTWR|08:00AM-08:50AM,In Person,0
MATH 31,2025,Spring,Medha Bodas,MTWR|03:00PM-03:50PM,Fully Online,0
MATH 31,2025,Spring,Jordan Ellis,MTWR|09:00AM-09:50AM,Fully Online,0
MATH 31,2025,Spring,Kevin Moore,MW|03:00PM-04:15PM,In Person,0
MATH 31,2025,Spring,Manvendrasinh Sisodia,MTWR|09:00AM-09:50AM,Fully Online,0
MATH 31,2025,Spring,Devam Sanjay Sheth,TR|03:00PM-04:15PM,Fully Online,0
MATH 31,2025,Spring,Sahika Vatan,MTWR|10:30AM-11:20AM,In Person,0
MATH 31,2025,Spring,Doug Case,TR|04:30PM-05:45PM,Fully Online,0
MATH 31,2025,Spring,Amin Termeh Yousefi,MTWR|04:30PM-05:20PM,In Person,0
MATH 31,2025,Spring,Nora Adadurova,TR|03:00PM-04:15PM,In Person,0
MATH 31,2025,Spring,Christopher Bankston,MTWR|10:30AM-11:20AM,In Person,0
MATH 31,2025,Spring,Suneuy Kim,MWF|04:30PM-05:40PM,Fully Online,0
MATH 31,2025,Spring,Eric Vanuska,MW|12:00PM-01:15PM,In Person,0
MATH 31,2025,Spring,Ignacio Mosqueira,TR|12:00PM-01:15PM,Fully Online,0
MATH 31,2025,Spring,Minh Vu,MWF|09:00AM-10:10AM,Fully Online,0
MATH 31,2025,Spring,Lawrence Nguyen,MWF|03:00PM-04:10PM,Fully Online,0
MATH 31,2025,Spring,Doug Case,MTWR|09:00AM-09:50AM,Fully Online,0
MATH 31,2025,Spring,Jack Warecki,TR|10:30AM-11:45AM,In Person,0
MATH 31,2025,Spring,Samantha Kaplan,MW|10:30AM-11:45AM,In Person,0
MATH 31,2025,Spring,Mohammad Saleem,MW|03:00PM-04:15PM,Fully Online,0
MATH 31,2025,Spring,Melody Esfandiari,MTWR|12:00PM-12:50PM,In Person,0
MATH 31,2025,Spring,Abhishek Golla,MTWR|06:00PM-06:50PM,In Person,0
MATH 31,2025,Spring,Wencen Wu / Kaikai Liu,MTWR|09:00AM-09:50AM,Fully Online,0
MATH 31,2025,Spring,Baixue Zhang,MTWR|09:00AM-09:50AM,Fully Online,0
MATH 31,2025,Spring,Mohammad Saleem,TR|03:00PM-04:15PM,In Person,0
MATH 31,2025,Spring,Andrew Kinter,TR|01:30PM-02:45PM,In Person,0
MATH 31,2025,Spring,Zehlia Babaci-Wilhite,TR|12:00PM-01:15PM,In Person,0
MATH 31,2025,Spring,Minh Vu,MTWR|06:00PM-06:50PM,In Person,0
MATH 31,2025,Spring,Doug Case,TR|04:30PM-05:45PM,In Person,0
MATH 31,2025,Spring,Chao-Li Tarng,MTWR|04:30PM-05:20PM,Fully Online,0
MATH 31,2025,Spring,Peter Beyersdorf,MTWR|07:30AM-08:20AM,Fully Online,0
MATH 31,2025,Spring,Suneuy Kim,MWF|04:30PM-05:40PM,In Person,0
MATH 31,2025,Spring,Edric Dabu,MWF|09:00AM-10:10AM,Fully Online,0
MATH 31,2025,Spring,Thuy Le / Sotoudeh Hamedi-Hagh,MTWR|03:00PM-03:50PM,Fully Online,0
MATH 31,2025,Spring,Juzi Zhao,TR|04:30PM-05:45PM,In Person,0
MATH 31,2025,Spring,Andrea Gottlieb,MTWR|12:00PM-12:50PM,Fully Online,0
MATH 31,2025,Spring,Edric Dabu,MTWR|04:30PM-05:20PM,In Person,0
MATH 31,2025,Spring,Richie Tay,MW|03:00PM-04:15PM,In Person,0
MATH 31,2025,Spring,Zehlia Babaci-Wilhite,MWF|04:30PM-05:40PM,In Person,0
MATH 31,2025,Spring,Olenka Hubickyj,TR|12:00PM-01:15PM,Fully Online,0
MATH 31,2025,Spring,Minh Hoang Huynh,TR|03:00PM-04:15PM,In Person,0
MATH 31,2025,Spring,Azadeh Shahid Faylienejad,MW|09:00AM-10:15AM,Fully Online,0
MATH 31,2025,Spring,Taylor Arhar,MTWR|09:00AM-09:50AM,In Person,0
MATH 31,2025,Spring,Wencen Wu / Kaikai Liu,TR|10:30AM-11:45AM,Fully Online,0
MATH 31,2025,Spring,Eric Vanuska,TR|04:30PM-05:45PM,Fully Online,0
MATH 31,2025,Spring,Seshadri Paravastu,MTWR|09:00AM-09:50AM,In Person,0
MATH 31,2025,Spring,Emiliano Lopez Ruiz,MWF|03:00PM-04:10PM,In Person,0
MATH 31,2025,Spring,Juan Gomez,MW|09:00AM-10:15AM,Fully Online,0
MATH 31,2025,Spring,Abbas Moallem,MWF|03:00PM-04:10PM,In Person,0
MATH 31,2025,Spring,Jahan Ghofraniha,TR|12:00PM-01:15PM,In Person,0
MATH 31,2025,Spring,Denise Gip,MWF|12:00PM-01:10PM,In Person,0
MATH 31,2025,Spring,Dan Xiao,MWF|09:00AM-10:10AM,Fully Online,0
MATH 31,2025,Spring,Thomas Austin,MW|09:00AM-10:15AM,In Person,0
MATH 31,2025,Spring,Andrew Kinter,MTWR|10:30AM-11:20AM,In Person,0
MATH 31,2025,Spring,Mukesh Dokala,MWF|12:00PM-01:10PM,In Person,0
MATH 31,2025,Spring,Martina Bremer,MW|01:30PM-02:45PM,Fully Online,0
MATH 31,2025,Spring,Nathapong Shugan,MTWR|06:00PM-06:50PM,Fully Online,0
MATH 31,2025,Spring,Narayan Balasubramanian,MTWR|08:00AM-08:50AM,In Person,0
MATH 31,2025,Spring,Jack Warecki,MW|09:00AM-10:15AM,Fully Online,0
MATH 31,2025,Spring,Wo-Tak Wu,TR|03:00PM-04:15PM,Fully Online,0
MATH 32,2022,Fall,Marion Campisi,TR|09:00AM-10:15AM,In Person,1
MATH 32,2022,Fall,Marion Campisi,TR|12:00PM-01:15PM,In Person,1
MATH 32,2022,Fall,Viet Nguyen,TR|04:30PM-05:45PM,In Person,1
MATH 32,2022,Fall,Edgar Bering,MW|06:00PM-07:15PM,In Person,1
MATH 32,2022,Fall,Viet Nguyen,MW|10:30AM-11:45AM,In Person,1
MATH 32,2022,Fall,Padmavati Tanniru,MW|09:00AM-10:15AM,In Person,1
MATH 32,2022,Fall,Marion Campisi,MW|03:00PM-04:15PM,In Person,1
MATH 32,2022,Fall,Nick Sobrepena,TR|04:30PM-05:45PM,In Person,1
MATH 32,2022,Fall,Edgar Bering,MW|04:30PM-05:45PM,In Person,1
MATH 32,2022,Fall,Marion Campisi,MW|04:30PM-05:45PM,In Person,1
MATH 32,2022,Fall,Marion Campisi,TR|06:00PM-07:15PM,In Person,1
MATH 32,2022,Fall,Michael Vartanian,MW|01:30PM-02:45PM,In Person,1
MATH 32,2022,Fall,Michael Vartanian,TR|06:00PM-07:15PM,In Person,1
MATH 32,2022,Fall,Minh Vu,TR|10:30AM-11:45AM,In Person,1
MATH 32,2022,Fall,Viet Nguyen,TR|03:00PM-04:15PM,In Person,1
MATH 32,2022,Fall,Minh Vu,TR|12:00PM-01:15PM,In Person,1
MATH 32,2022,Fall,Jeffrey Beckstrand,MW|12:00PM-01:15PM,In Person,1
MATH 32,2022,Fall,Jeffrey Wegener / Carlie Pietsch,TR|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Michael Edgerton,TR|12:00PM-01:15PM,In Person,0
MATH 32,2022,Fall,Heidi Eisips,MW|09:00AM-10:15AM,Hybrid,0
MATH 32,2022,Fall,Irina Slobodov,MW|04:30PM-05:45PM,In Person,0
MATH 32,2022,Fall,Irina Slobodov,TR|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Sanjukta Sheth,TR|04:30PM-05:45PM,Hybrid,0
MATH 32,2022,Fall,Jalel Rejeb,TR|10:30AM-11:45AM,In Person,0
MATH 32,2022,Fall,Lili He,TR|01:30PM-02:45PM,Hybrid,0
MATH 32,2022,Fall,Gregory Courand,TR|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Shravya Juluru,TR|10:30AM-11:45AM,In Person,0
MATH 32,2022,Fall,Suharsh Cherukunnon Arippa,MW|09:00AM-10:15AM,Hybrid,0
MATH 32,2022,Fall,Karen Singmaster / Brenda Serrano,TR|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Fall,Bramarambika Puligilla,TR|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Fall,Paul Nguyen,MW|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Timothy Duren,MW|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Fall,Shervin Ambrose,MW|10:30AM-11:45AM,Hybrid,0
MATH 32,2022,Fall,Raymond Kwok,TR|12:00PM-01:15PM,Hybrid,0
MATH 32,2022,Fall,Addie Mahmassani,MW|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Christopher Bankston,TR|06:00PM-07:15PM,Hybrid,0
MATH 32,2022,Fall,Giang Le,TR|10:30AM-11:45AM,In Person,0
MATH 32,2022,Fall,Robert Nicholson,MW|04:30PM-05:45PM,Hybrid,0
MATH 32,2022,Fall,Olga Kovaleva,MW|10:30AM-11:45AM,Hybrid,0
MATH 32,2022,Fall,Yujin Hur,MW|09:00AM-10:15AM,Hybrid,0
MATH 32,2022,Fall,Thuy Le / Robert Morelos-Zaragoza,MW|10:30AM-11:45AM,Hybrid,0
MATH 32,2022,Fall,Lilly Chen,TR|09:00AM-10:15AM,In Person,0
MATH 32,2022,Fall,Jane Huynh,TR|10:30AM-11:45AM,Fully Online,0
MATH 32,2022,Fall,Anne Walker,TR|01:30PM-02:45PM,In Person,0
MATH 32,2022,Fall,Minh Vu,MW|01:30PM-02:45PM,Hybrid,0
MATH 32,2022,Fall,Andrew Bond,TR|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Mark Dowdy,TR|06:00PM-07:15PM,Fully Online,0
MATH 32,2022,Fall,Medha Bodas,TR|06:00PM-07:15PM,Hybrid,0
MATH 32,2022,Fall,Michele Dodge / Carlie Pietsch,TR|01:30PM-02:45PM,Fully Online,0
MATH 32,2022,Fall,Sogol Jahanbekam,MW|09:00AM-10:15AM,In Person,0
MATH 32,2022,Fall,Karen Singmaster / Brenda Serrano,TR|12:00PM-01:15PM,In Person,0
MATH 32,2022,Fall,Jonas Fahrney,TR|01:30PM-02:45PM,Fully Online,0
MATH 32,2022,Fall,Katerina Potika,TR|09:00AM-10:15AM,Hybrid,0
MATH 32,2022,Fall,Nick Sobrepena,MW|10:30AM-11:45AM,Hybrid,0
MATH 32,2022,Fall,Zeyu Gao,TR|01:30PM-02:45PM,In Person,0
MATH 32,2022,Fall,Christopher Bankston,MW|12:00PM-01:15PM,Hybrid,0
MATH 32,2022,Fall,Jessica Williamson / Jonathan Miller,TR|10:30AM-11:45AM,Fully Online,0
MATH 32,2022,Fall,Nathapong Shugan,TR|12:00PM-01:15PM,Hybrid,0
MATH 32,2022,Fall,Chelsea Criez,TR|04:30PM-05:45PM,In Person,0
MATH 32,2022,Fall,Christopher Dizon,TR|03:00PM-04:15PM,Hybrid,0
MATH 32,2022,Fall,Toby Stuckey,TR|09:00AM-10:15AM,Fully Online,0
MATH 32,2022,Fall,Danny Barringer,TR|03:00PM-04:15PM,In Person,0
MATH 32,2022,Fall,Jason Pruitt,TR|10:30AM-11:45AM,Hybrid,0
MATH 32,2022,Fall,Melody Esfandiari,TR|01:30PM-02:45PM,In Person,0
MATH 32,2022,Fall,Twinkle Patel,TR|12:00PM-01:15PM,Hybrid,0
MATH 32,2022,Fall,Chao-Li Tarng,MW|03:00PM-04:15PM,In Person,0
MATH 32,2022,Fall,Steven Sepka,MW|12:00PM-01:15PM,In Person,0
MATH 32,2022,Fall,Christopher Dizon,TR|01:30PM-02:45PM,In Person,0
MATH 32,2022,Fall,Addie Mahmassani,MW|06:00PM-07:15PM,In Person,0
MATH 32,2022,Fall,Charan Bhaskar,MW|09:00AM-10:15AM,In Person,0
MATH 32,2022,Fall,Rahul Balakrishna Balasubramaniam,MW|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Fall,Preetpal Kang,MW|04:30PM-05:45PM,Hybrid,0
MATH 32,2022,Fall,Chris Tseng,MW|03:00PM-04:15PM,Fully Online,0
MATH 32,2022,Fall,Carl Bugarin,MW|10:30AM-11:45AM,Hybrid,0
MATH 32,2022,Fall,Thomas Cai,TR|03:00PM-04:15PM,Fully Online,0
MATH 32,2022,Fall,Hiu Yung Wong,MW|04:30PM-05:45PM,Hybrid,0
MATH 32,2022,Fall,Suzy Brookshire / Jonathan Miller,TR|09:00AM-10:15AM,Fully Online,0
MATH 32,2022,Fall,Jalel Rejeb,MW|04:30PM-05:45PM,Hybrid,0
MATH 32,2022,Fall,Amber Sylva,MW|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Fall,Thuy Le / Jonathan Ponniah,TR|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Karen Singmaster / Brenda Serrano,MW|03:00PM-04:15PM,Hybrid,0
MATH 32,2022,Fall,Kaikai Liu,TR|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Fall,Neomi Millan,MW|03:00PM-04:15PM,In Person,0
MATH 32,2022,Fall,Vakini Santhanakrishnan,MW|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Nithin Reddy Govindugari,TR|10:30AM-11:45AM,Fully Online,0
MATH 32,2022,Fall,Plamen Koev,TR|01:30PM-02:45PM,Fully Online,0
MATH 32,2022,Fall,Ryan Smith,TR|10:30AM-11:45AM,Fully Online,0
MATH 32,2022,Fall,Barbara Murphywesley,MW|10:30AM-11:45AM,In Person,0
MATH 32,2022,Fall,Suharsh Cherukunnon Arippa,TR|10:30AM-11:45AM,In Person,0
MATH 32,2022,Fall,Bhaummi Patel,TR|01:30PM-02:45PM,Fully Online,0
MATH 32,2022,Fall,Daniel Hendel De La O,MW|09:00AM-10:15AM,Fully Online,0
MATH 32,2022,Fall,Suharsh Cherukunnon Arippa,MW|06:00PM-07:15PM,In Person,0
MATH 32,2022,Fall,Peter O'Sullivan,TR|12:00PM-01:15PM,Hybrid,0
MATH 32,2022,Fall,Paul Sanghera,MW|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Shreyas Kulkarni,MW|09:00AM-10:15AM,Fully Online,0
MATH 32,2022,Fall,Michele Dodge / Carlie Pietsch,TR|06:00PM-07:15PM,In Person,0
MATH 32,2022,Fall,Glenn Friedman,MW|12:00PM-01:15PM,Hybrid,0
MATH 32,2022,Fall,Joseph Petsche,MW|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Fall,Thuy Le / Robert Morelos-Zaragoza,TR|09:00AM-10:15AM,In Person,0
MATH 32,2022,Fall,Rachel Turner,TR|06:00PM-07:15PM,Hybrid,0
MATH 32,2022,Fall,Alla Petrosyan,TR|01:30PM-02:45PM,Fully Online,0
MATH 32,2022,Fall,Smita Duorah,MW|01:30PM-02:45PM,Hybrid,0
MATH 32,2022,Spring,Kevin Nguyen,MW|10:30AM-11:45AM,Fully Online,1
MATH 32,2022,Spring,Medha Bodas,MW|03:00PM-04:15PM,In Person,1
MATH 32,2022,Spring,Marion Campisi,TR|01:30PM-02:45PM,Fully Online,1
MATH 32,2022,Spring,Marion Campisi,MW|12:00PM-01:15PM,Fully Online,1
MATH 32,2022,Spring,Hidefumi Katsuura,TR|01:30PM-02:45PM,In Person,1
MATH 32,2022,Spring,Plamen Koev,MW|01:30PM-02:45PM,Hybrid,1
MATH 32,2022,Spring,Hidefumi Katsuura,TR|10:30AM-11:45AM,In Person,1
MATH 32,2022,Spring,Hidefumi Katsuura,TR|09:00AM-10:15AM,In Person,1
MATH 32,2022,Spring,Ruijuan Niu,MW|09:00AM-10:15AM,Fully Online,1
MATH 32,2022,Spring,Minh Vu,MW|12:00PM-01:15PM,In Person,1
MATH 32,2022,Spring,John Cooper,TR|12:00PM-01:15PM,Fully Online,1
MATH 32,2022,Spring,Kevin Nguyen,TR|10:30AM-11:45AM,Fully Online,1
MATH 32,2022,Spring,Minh Vu,MW|09:00AM-10:15AM,In Person,1
MATH 32,2022,Spring,Krista Wirth,TR|12:00PM-01:15PM,Hybrid,0
MATH 32,2022,Spring,Aamina Ahmad,MW|01:30PM-02:45PM,In Person,0
MATH 32,2022,Spring,Ahmet Bindal,TR|10:30AM-11:45AM,Fully Online,0
MATH 32,2022,Spring,Michael Vartanian,MW|01:30PM-02:45PM,Fully Online,0
MATH 32,2022,Spring,Glenn Friedman,MW|03:00PM-04:15PM,Fully Online,0
MATH 32,2022,Spring,Stephanie Wemusa,TR|01:30PM-02:45PM,Fully Online,0
MATH 32,2022,Spring,Gianni Giordanengo,TR|06:00PM-07:15PM,Hybrid,0
MATH 32,2022,Spring,Calvin Jumawan,TR|09:00AM-10:15AM,In Person,0
MATH 32,2022,Spring,Chung-Wen Tsao,MW|03:00PM-04:15PM,Hybrid,0
MATH 32,2022,Spring,Alex Vargas,TR|04:30PM-05:45PM,In Person,0
MATH 32,2022,Spring,Farshid Marbouti,TR|09:00AM-10:15AM,Fully Online,0
MATH 32,2022,Spring,Nargis Adham,TR|06:00PM-07:15PM,Hybrid,0
MATH 32,2022,Spring,Nada Attar,TR|09:00AM-10:15AM,In Person,0
MATH 32,2022,Spring,Clare Cordero,TR|03:00PM-04:15PM,In Person,0
MATH 32,2022,Spring,Abera Jiru,MW|04:30PM-05:45PM,Hybrid,0
MATH 32,2022,Spring,Lilly Chen,TR|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Spring,Debra Caires,TR|03:00PM-04:15PM,Fully Online,0
MATH 32,2022,Spring,Rahul Balakrishna Balasubramaniam,MW|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Spring,Vasuda Bhatia,TR|10:30AM-11:45AM,In Person,0
MATH 32,2022,Spring,John Cooper,TR|03:00PM-04:15PM,In Person,0
MATH 32,2022,Spring,Étienne Brown,MW|06:00PM-07:15PM,Fully Online,0
MATH 32,2022,Spring,Jack Warecki,MW|06:00PM-07:15PM,Fully Online,0
MATH 32,2022,Spring,Matthew Leigh / Jonathan Miller,TR|01:30PM-02:45PM,In Person,0
MATH 32,2022,Spring,Yulia Newton,MW|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Spring,Yulia Newton,TR|04:30PM-05:45PM,Fully Online,0
MATH 32,2022,Spring,Jonathan Miller / Hollianne Mcclure,MW|12:00PM-01:15PM,Fully Online,0
MATH 32,2022,Spring,Preetpal Kang,MW|03:00PM-04:15PM,Fully Online,0
MATH 32,2022,Spring,Sotoudeh Hamedi-Hagh,MW|09:00AM-10:15AM,Hybrid,0
MATH 32,2022,Spring,Glenn Friedman,TR|06:00PM-07:15PM,Fully Online,0
MATH 32,2022,Spring,Étienne Brown,TR|10:30AM-11:45AM,In Person,0
MATH 32,2022,Spring,Alesya Petty,TR|01:30PM-02:45PM,In Person,0
